Ticket,Time,Direction,Entry,SL,TP1,Result,PnL,Regime
S-912,2024-05-16 02:50:00,SHORT,2391.58,2391.58,2325.73,LOSS,-100.0,SIDEWAY_ADV
S-913,2024-05-16 20:50:00,LONG,2381.23,2331.63,2337.05,WIN,89.08,SIDEWAY_ADV
S-914,2024-05-16 23:20:00,LONG,2376.54,2331.63,2335.88,WIN,90.55,SIDEWAY_ADV
S-915,2024-05-17 09:30:00,SHORT,2385.56,2397.73,2324.5,LOSS,-100.0,SIDEWAY_ADV
S-916,2024-05-17 21:20:00,SHORT,2415.3,2419.65,2330.64,LOSS,-100.0,SIDEWAY_ADV
S-917,2024-05-17 21:30:00,SHORT,2417.3,2417.3,2331.14,LOSS,-100.0,SIDEWAY_ADV
S-918,2024-05-20 14:40:00,LONG,2427.87,2335.58,2348.74,WIN,85.74,SIDEWAY_ADV
S-919,2024-05-21 22:10:00,SHORT,2423.37,2423.37,2324.9,EXPIRED,0.0,SIDEWAY_ADV
S-920,2024-05-21 22:20:00,SHORT,2424.79,2424.79,2325.26,EXPIRED,0.0,SIDEWAY_ADV
S-921,2024-05-22 06:35:00,LONG,2417.32,2370.54,2346.11,WIN,152.22,SIDEWAY_ADV
S-922,2024-05-22 06:50:00,LONG,2413.53,2370.54,2345.16,WIN,159.03,SIDEWAY_ADV
S-923,2024-05-22 21:40:00,LONG,2377.14,2370.54,2336.06,WIN,622.83,SIDEWAY_ADV
S-924,2024-05-23 08:45:00,LONG,2364.81,2357.97,2332.98,WIN,465.16,SIDEWAY_ADV
S-925,2024-05-23 08:50:00,LONG,2362.89,2357.97,2332.5,WIN,617.37,SIDEWAY_ADV
S-926,2024-05-27 11:45:00,SHORT,2345.39,2434.3,2334.42,EXPIRED,0.0,SIDEWAY_ADV
S-927,2024-05-27 12:10:00,SHORT,2344.58,2434.3,2334.21,EXPIRED,0.0,SIDEWAY_ADV
S-928,2024-05-28 09:10:00,LONG,2346.87,2324.99,2353.26,WIN,29.19,SIDEWAY_ADV
S-929,2024-05-29 11:05:00,LONG,2349.31,2324.99,2352.29,LOSS,-100.0,SIDEWAY_ADV
S-930,2024-05-29 22:30:00,LONG,2336.98,2324.99,2349.2,LOSS,-100.0,SIDEWAY_ADV
S-931,2024-05-30 07:05:00,SHORT,2335.37,2364.61,2344.85,WIN,32.43,SIDEWAY_ADV
S-932,2024-05-30 07:10:00,SHORT,2336.19,2364.61,2345.06,WIN,31.2,SIDEWAY_ADV
S-933,2024-05-30 07:20:00,SHORT,2335.48,2364.61,2344.88,WIN,32.27,SIDEWAY_ADV
S-934,2024-05-31 06:10:00,LONG,2338.63,2322.27,2349.62,WIN,67.16,SIDEWAY_ADV
S-935,2024-06-03 06:50:00,LONG,2321.36,2321.36,2341.49,LOSS,-100.0,SIDEWAY_ADV
S-936,2024-06-03 07:10:00,LONG,2322.1,2319.6,2341.68,LOSS,-100.0,SIDEWAY_ADV
S-937,2024-06-03 13:45:00,SHORT,2331.35,2364.61,2331.67,WIN,0.98,SIDEWAY_ADV
S-938,2024-06-03 23:50:00,SHORT,2350.9,2350.9,2336.56,WIN,104.58,SIDEWAY_ADV
S-939,2024-06-03 23:55:00,SHORT,2350.45,2364.61,2336.45,WIN,98.87,SIDEWAY_ADV
S-940,2024-06-04 01:00:00,SHORT,2351.42,2351.42,2336.69,WIN,125.77,SIDEWAY_ADV
S-941,2024-06-05 14:50:00,LONG,2332.92,2314.3,2348.52,WIN,83.81,SIDEWAY_ADV
S-942,2024-06-06 01:55:00,SHORT,2356.96,2360.27,2333.68,LOSS,-100.0,SIDEWAY_ADV
S-943,2024-06-06 04:15:00,SHORT,2365.3,2373.53,2335.76,LOSS,-100.0,SIDEWAY_ADV
S-944,2024-06-06 04:25:00,SHORT,2367.31,2373.53,2336.26,LOSS,-100.0,SIDEWAY_ADV
S-945,2024-06-07 05:00:00,LONG,2369.62,2314.3,2357.7,WIN,21.55,SIDEWAY_ADV
S-946,2024-06-07 22:15:00,LONG,2295.63,2287.21,2339.65,LOSS,-100.0,SIDEWAY_ADV
S-947,2024-06-07 23:10:00,LONG,2286.87,2286.87,2337.46,EXPIRED,0.0,SIDEWAY_ADV
S-948,2024-06-07 23:15:00,LONG,2288.82,2288.82,2337.95,LOSS,-100.0,SIDEWAY_ADV
S-949,2024-06-11 21:25:00,SHORT,2314.9,2388.15,2320.47,WIN,7.61,SIDEWAY_ADV
S-950,2024-06-13 19:00:00,LONG,2296.91,2296.91,2336.57,WIN,372.05,SIDEWAY_ADV
S-951,2024-06-14 08:45:00,SHORT,2311.28,2342.12,2320.02,WIN,28.32,SIDEWAY_ADV
S-952,2024-06-17 21:40:00,SHORT,2318.73,2342.12,2321.07,WIN,10.0,SIDEWAY_ADV
S-953,2024-06-17 23:45:00,SHORT,2318.7,2342.12,2321.06,WIN,10.08,SIDEWAY_ADV
S-954,2024-06-19 12:30:00,LONG,2328.62,2295.2,2332.68,WIN,12.15,SIDEWAY_ADV
S-955,2024-06-20 07:25:00,SHORT,2338.39,2341.41,2329.32,LOSS,-100.0,SIDEWAY_ADV
S-956,2024-06-20 17:30:00,SHORT,2358.39,2365.5,2334.32,LOSS,-100.0,SIDEWAY_ADV
S-957,2024-06-20 17:40:00,SHORT,2360.42,2360.42,2334.83,LOSS,-100.0,SIDEWAY_ADV
S-958,2024-06-21 10:00:00,LONG,2357.13,2306.17,2339.81,WIN,33.99,SIDEWAY_ADV
S-959,2024-06-21 10:20:00,LONG,2355.78,2306.17,2339.47,WIN,32.88,SIDEWAY_ADV
S-960,2024-06-21 11:25:00,SHORT,2367.72,2367.72,2336.65,LOSS,-100.0,SIDEWAY_ADV
S-961,2024-06-24 02:10:00,SHORT,2320.86,2369.19,2321.6,WIN,1.53,SIDEWAY_ADV
S-962,2024-06-24 02:50:00,LONG,2317.81,2317.81,2329.98,WIN,104.59,SIDEWAY_ADV
S-963,2024-06-25 02:10:00,LONG,2330.48,2313.3,2333.14,WIN,15.51,SIDEWAY_ADV
S-964,2024-06-25 02:15:00,LONG,2330.95,2313.3,2333.26,WIN,13.1,SIDEWAY_ADV
S-965,2024-06-26 09:00:00,LONG,2310.92,2310.92,2328.25,LOSS,-100.0,SIDEWAY_ADV
S-966,2024-06-26 16:20:00,LONG,2300.28,2300.28,2325.59,WIN,358.05,SIDEWAY_ADV
S-967,2024-06-27 11:45:00,SHORT,2307.13,2369.19,2318.17,WIN,17.79,SIDEWAY_ADV
S-968,2024-06-27 11:50:00,SHORT,2308.23,2369.19,2318.44,WIN,16.76,SIDEWAY_ADV
S-969,2024-06-27 12:20:00,SHORT,2312.9,2369.19,2312.94,WIN,0.07,SIDEWAY_ADV
S-970,2024-06-28 05:45:00,SHORT,2323.8,2337.59,2315.66,LOSS,-100.0,SIDEWAY_ADV
S-971,2024-06-28 09:10:00,SHORT,2326.83,2337.6,2316.42,LOSS,-100.0,SIDEWAY_ADV
S-972,2024-07-01 14:40:00,SHORT,2336.78,2336.78,2322.25,WIN,422.83,SIDEWAY_ADV
S-973,2024-07-01 16:00:00,LONG,2329.09,2293.2,2329.42,WIN,0.91,SIDEWAY_ADV
S-974,2024-07-01 16:05:00,LONG,2327.23,2293.2,2328.95,WIN,5.06,SIDEWAY_ADV
S-975,2024-07-02 01:50:00,SHORT,2331.63,2331.63,2322.56,WIN,105.66,SIDEWAY_ADV
S-976,2024-07-02 05:25:00,SHORT,2332.4,2332.4,2322.75,LOSS,-100.0,SIDEWAY_ADV
S-977,2024-07-02 09:00:00,SHORT,2331.01,2340.22,2322.4,WIN,93.5,SIDEWAY_ADV
S-978,2024-07-02 09:05:00,SHORT,2331.67,2331.67,2322.57,WIN,106.51,SIDEWAY_ADV
S-979,2024-07-02 22:35:00,SHORT,2330.02,2340.22,2322.6,LOSS,-100.0,SIDEWAY_ADV
S-980,2024-07-02 22:40:00,SHORT,2329.53,2340.22,2322.48,LOSS,-100.0,SIDEWAY_ADV
S-981,2024-07-02 23:50:00,LONG,2329.81,2293.2,2332.56,WIN,7.51,SIDEWAY_ADV
S-982,2024-07-03 07:00:00,SHORT,2332.58,2340.22,2323.19,LOSS,-100.0,SIDEWAY_ADV
S-983,2024-07-03 08:20:00,SHORT,2335.58,2340.22,2323.94,LOSS,-100.0,SIDEWAY_ADV
S-984,2024-07-03 20:05:00,LONG,2354.12,2311.87,2339.63,WIN,34.29,SIDEWAY_ADV
S-985,2024-07-04 13:15:00,LONG,2357.46,2318.03,2340.47,WIN,43.09,SIDEWAY_ADV
S-986,2024-07-08 12:00:00,LONG,2371.71,2318.65,2342.76,WIN,54.56,SIDEWAY_ADV
S-987,2024-07-09 01:15:00,LONG,2359.58,2318.65,2339.72,WIN,48.51,SIDEWAY_ADV
S-988,2024-07-09 02:35:00,SHORT,2361.7,2393.38,2330.8,EXPIRED,0.0,SIDEWAY_ADV
S-989,2024-07-09 13:40:00,LONG,2363.56,2326.35,2340.72,WIN,61.38,SIDEWAY_ADV
S-990,2024-07-10 11:35:00,SHORT,2372.69,2393.38,2333.54,LOSS,-100.0,SIDEWAY_ADV
S-991,2024-07-12 13:20:00,LONG,2401.22,2348.81,2353.89,WIN,90.3,SIDEWAY_ADV
S-992,2024-07-12 22:00:00,LONG,2413.55,2348.81,2356.98,WIN,87.38,SIDEWAY_ADV
S-993,2024-07-15 06:25:00,SHORT,2409.88,2425.02,2339.89,LOSS,-100.0,SIDEWAY_ADV
S-994,2024-07-15 07:00:00,SHORT,2412.26,2425.02,2340.49,LOSS,-100.0,SIDEWAY_ADV
S-995,2024-07-15 09:35:00,LONG,2403.64,2348.81,2354.5,WIN,89.63,SIDEWAY_ADV
S-996,2024-07-15 10:00:00,LONG,2402.13,2348.81,2354.12,WIN,90.04,SIDEWAY_ADV
S-997,2024-07-15 11:20:00,SHORT,2408.95,2425.02,2339.66,LOSS,-100.0,SIDEWAY_ADV
S-998,2024-07-15 11:30:00,SHORT,2409.33,2425.02,2339.75,LOSS,-100.0,SIDEWAY_ADV
S-999,2024-07-15 20:15:00,LONG,2423.79,2348.81,2357.77,WIN,88.05,SIDEWAY_ADV
S-1000,2024-07-15 22:10:00,LONG,2421.88,2348.81,2357.29,WIN,88.39,SIDEWAY_ADV
S-1001,2024-07-16 01:50:00,LONG,2421.22,2348.81,2357.12,WIN,88.51,SIDEWAY_ADV
S-1002,2024-07-16 18:15:00,SHORT,2458.27,2465.74,2354.9,LOSS,-100.0,SIDEWAY_ADV
S-1003,2024-07-17 05:05:00,SHORT,2482.03,2482.03,2359.52,LOSS,-100.0,SIDEWAY_ADV
S-1004,2024-07-17 06:15:00,LONG,2468.01,2369.43,2370.15,WIN,99.26,SIDEWAY_ADV
S-1005,2024-07-18 22:30:00,LONG,2440.53,2390.95,2363.47,WIN,155.44,SIDEWAY_ADV
S-1006,2024-07-19 01:30:00,SHORT,2444.07,2444.07,2350.08,EXPIRED,0.0,SIDEWAY_ADV
S-1007,2024-07-19 03:10:00,LONG,2431.02,2400.83,2361.09,WIN,231.67,SIDEWAY_ADV
S-1008,2024-07-19 03:15:00,LONG,2427.96,2400.83,2360.32,WIN,249.35,SIDEWAY_ADV
S-1009,2024-07-19 20:10:00,LONG,2398.57,2393.23,2351.31,WIN,885.09,SIDEWAY_ADV
S-1010,2024-07-22 01:15:00,SHORT,2406.57,2484.02,2337.54,EXPIRED,0.0,SIDEWAY_ADV
S-1011,2024-07-23 08:25:00,LONG,2393.67,2383.23,2373.93,WIN,189.1,SIDEWAY_ADV
S-1012,2024-07-23 09:15:00,LONG,2388.48,2383.23,2372.63,WIN,301.99,SIDEWAY_ADV
S-1013,2024-07-24 20:35:00,LONG,2413.14,2383.23,2415.13,LOSS,-100.0,SIDEWAY_ADV
S-1014,2024-07-24 20:55:00,LONG,2409.1,2383.23,2414.12,LOSS,-100.0,SIDEWAY_ADV
S-1015,2024-07-30 16:25:00,SHORT,2394.38,2432.38,2399.71,WIN,14.03,SIDEWAY_ADV
S-1016,2024-07-30 16:30:00,SHORT,2396.31,2432.38,2400.19,WIN,10.77,SIDEWAY_ADV
S-1017,2024-07-30 20:20:00,SHORT,2408.73,2432.38,2398.9,LOSS,-100.0,SIDEWAY_ADV
S-1018,2024-07-31 04:05:00,LONG,2404.68,2352.49,2413.26,WIN,16.44,SIDEWAY_ADV
S-1019,2024-07-31 10:35:00,LONG,2417.71,2352.49,2416.52,WIN,1.82,SIDEWAY_ADV
S-1020,2024-07-31 22:25:00,SHORT,2442.2,2451.26,2411.67,LOSS,-100.0,SIDEWAY_ADV
S-1021,2024-07-31 22:30:00,SHORT,2445.23,2451.26,2412.42,LOSS,-100.0,SIDEWAY_ADV
S-1022,2024-08-01 01:45:00,LONG,2447.82,2352.48,2421.85,WIN,27.24,SIDEWAY_ADV
S-1023,2024-08-01 05:35:00,LONG,2446.76,2353.69,2421.58,WIN,27.05,SIDEWAY_ADV
S-1024,2024-08-01 05:45:00,LONG,2441.96,2353.69,2420.38,WIN,24.44,SIDEWAY_ADV
S-1025,2024-08-05 08:25:00,LONG,2444.46,2375.87,2421.01,WIN,34.19,SIDEWAY_ADV
S-1026,2024-08-05 14:05:00,LONG,2402.93,2382.7,2410.63,LOSS,-100.0,SIDEWAY_ADV
S-1027,2024-08-05 14:45:00,LONG,2383.5,2383.5,2405.77,LOSS,-100.0,SIDEWAY_ADV
S-1028,2024-08-06 21:20:00,SHORT,2393.81,2478.09,2396.84,WIN,3.6,SIDEWAY_ADV
S-1029,2024-08-07 02:45:00,LONG,2384.69,2363.58,2406.07,WIN,101.28,SIDEWAY_ADV
S-1030,2024-08-07 02:50:00,LONG,2383.58,2383.58,2405.79,WIN,111.07,SIDEWAY_ADV
S-1031,2024-08-07 08:10:00,SHORT,2395.33,2478.09,2397.22,WIN,2.28,SIDEWAY_ADV
S-1032,2024-08-07 21:05:00,LONG,2387.8,2363.58,2406.84,WIN,78.64,SIDEWAY_ADV
S-1033,2024-08-07 23:25:00,LONG,2382.91,2382.91,2405.62,WIN,117.52,SIDEWAY_ADV
S-1034,2024-08-08 13:55:00,SHORT,2405.23,2478.09,2386.91,EXPIRED,0.0,SIDEWAY_ADV
S-1035,2024-08-09 14:00:00,SHORT,2431.76,2459.14,2393.16,LOSS,-100.0,SIDEWAY_ADV
S-1036,2024-08-12 16:45:00,SHORT,2453.71,2453.71,2401.3,LOSS,-100.0,SIDEWAY_ADV
S-1037,2024-08-16 16:45:00,SHORT,2497.31,2497.31,2411.92,LOSS,-100.0,SIDEWAY_ADV
S-1038,2024-08-19 04:10:00,LONG,2497.11,2431.59,2425.94,WIN,108.62,SIDEWAY_ADV
S-1039,2024-08-19 12:30:00,LONG,2501.37,2431.59,2427.01,WIN,106.57,SIDEWAY_ADV
S-1040,2024-08-19 13:20:00,LONG,2494.58,2431.59,2425.31,WIN,109.97,SIDEWAY_ADV
S-1041,2024-08-19 13:30:00,LONG,2494.2,2431.59,2425.22,WIN,110.18,SIDEWAY_ADV
S-1042,2024-08-19 13:35:00,LONG,2492.6,2431.59,2424.82,WIN,111.11,SIDEWAY_ADV
S-1043,2024-08-22 01:50:00,SHORT,2513.64,2513.64,2470.93,WIN,232.23,SIDEWAY_ADV
S-1044,2024-08-22 19:35:00,SHORT,2484.84,2532.03,2463.73,EXPIRED,0.0,SIDEWAY_ADV
S-1045,2024-08-22 19:45:00,SHORT,2485.33,2532.03,2463.85,EXPIRED,0.0,SIDEWAY_ADV
S-1046,2024-08-26 10:20:00,SHORT,2518.54,2518.54,2472.15,LOSS,-100.0,SIDEWAY_ADV
S-1047,2024-08-26 10:30:00,SHORT,2519.21,2519.21,2472.32,LOSS,-100.0,SIDEWAY_ADV
S-1048,2024-08-26 10:35:00,SHORT,2520.6,2520.6,2472.67,LOSS,-100.0,SIDEWAY_ADV
S-1049,2024-08-27 02:25:00,SHORT,2517.22,2527.2,2507.57,WIN,96.68,SIDEWAY_ADV
S-1050,2024-08-27 09:00:00,SHORT,2514.56,2527.2,2506.9,WIN,60.56,SIDEWAY_ADV
S-1051,2024-08-27 09:05:00,SHORT,2515.62,2527.2,2507.17,WIN,72.96,SIDEWAY_ADV
S-1052,2024-08-27 09:15:00,SHORT,2514.63,2527.2,2506.92,WIN,61.31,SIDEWAY_ADV
S-1053,2024-08-27 21:40:00,SHORT,2524.19,2527.2,2509.31,LOSS,-100.0,SIDEWAY_ADV
S-1054,2024-08-27 21:50:00,SHORT,2525.45,2525.45,2509.63,LOSS,-100.0,SIDEWAY_ADV
S-1055,2024-08-27 21:55:00,SHORT,2524.33,2527.2,2509.35,LOSS,-100.0,SIDEWAY_ADV
S-1056,2024-08-28 01:00:00,LONG,2525.19,2470.22,2519.77,WIN,9.86,SIDEWAY_ADV
S-1057,2024-08-28 08:30:00,LONG,2507.4,2470.23,2515.32,WIN,21.31,SIDEWAY_ADV
S-1058,2024-08-28 13:45:00,LONG,2503.65,2470.23,2514.38,WIN,32.12,SIDEWAY_ADV
S-1059,2024-08-28 15:30:00,LONG,2494.56,2470.23,2512.11,WIN,72.15,SIDEWAY_ADV
S-1060,2024-08-29 02:55:00,LONG,2508.02,2474.4,2515.48,WIN,22.18,SIDEWAY_ADV
S-1061,2024-08-29 15:20:00,LONG,2515.21,2490.02,2517.27,WIN,8.2,SIDEWAY_ADV
S-1062,2024-08-29 15:35:00,LONG,2508.76,2490.02,2515.66,WIN,36.83,SIDEWAY_ADV
S-1063,2024-08-29 20:20:00,SHORT,2527.8,2527.8,2508.18,WIN,1221.94,SIDEWAY_ADV
S-1064,2024-08-30 13:40:00,LONG,2517.77,2493.05,2517.91,WIN,0.59,SIDEWAY_ADV
S-1065,2024-08-30 13:55:00,LONG,2515.22,2493.05,2517.28,WIN,9.28,SIDEWAY_ADV
S-1066,2024-09-02 19:40:00,SHORT,2500.74,2529.4,2505.58,WIN,16.89,SIDEWAY_ADV
S-1067,2024-09-03 23:50:00,LONG,2492.61,2472.89,2512.25,LOSS,-100.0,SIDEWAY_ADV
S-1068,2024-09-04 09:35:00,LONG,2487.05,2472.89,2505.11,LOSS,-100.0,SIDEWAY_ADV
S-1069,2024-09-04 14:10:00,SHORT,2489.89,2529.1,2494.33,WIN,11.33,SIDEWAY_ADV
S-1070,2024-09-05 05:45:00,SHORT,2497.6,2529.1,2492.82,WIN,15.17,SIDEWAY_ADV
S-1071,2024-09-05 09:30:00,SHORT,2504.4,2527.25,2494.52,LOSS,-100.0,SIDEWAY_ADV
S-1072,2024-09-05 11:35:00,SHORT,2516.34,2516.34,2497.51,LOSS,-100.0,SIDEWAY_ADV
S-1073,2024-09-09 09:00:00,LONG,2489.39,2489.39,2513.18,WIN,131.29,SIDEWAY_ADV
S-1074,2024-09-10 22:05:00,SHORT,2516.78,2516.78,2497.96,LOSS,-100.0,SIDEWAY_ADV
S-1075,2024-09-11 07:05:00,SHORT,2519.23,2519.23,2498.57,LOSS,-100.0,SIDEWAY_ADV
S-1076,2024-09-12 04:35:00,SHORT,2515.05,2529.58,2511.45,WIN,24.76,SIDEWAY_ADV
S-1077,2024-09-12 07:00:00,SHORT,2516.5,2529.58,2511.81,LOSS,-100.0,SIDEWAY_ADV
S-1078,2024-09-13 07:45:00,SHORT,2569.38,2569.38,2511.77,LOSS,-100.0,SIDEWAY_ADV
S-1079,2024-09-13 15:45:00,SHORT,2572.4,2576.28,2523.66,LOSS,-100.0,SIDEWAY_ADV
S-1080,2024-09-16 08:05:00,SHORT,2585.48,2585.48,2528.13,LOSS,-100.0,SIDEWAY_ADV
S-1081,2024-09-16 20:50:00,SHORT,2581.51,2581.51,2527.14,LOSS,-100.0,SIDEWAY_ADV
S-1082,2024-09-16 23:30:00,SHORT,2583.2,2583.2,2527.56,LOSS,-100.0,SIDEWAY_ADV
S-1083,2024-09-17 06:30:00,LONG,2578.39,2500.33,2535.47,WIN,54.99,SIDEWAY_ADV
S-1084,2024-09-17 09:15:00,SHORT,2583.04,2583.04,2527.64,LOSS,-100.0,SIDEWAY_ADV
S-1085,2024-09-17 14:40:00,SHORT,2579.16,2579.16,2526.67,LOSS,-100.0,SIDEWAY_ADV
S-1086,2024-09-18 02:30:00,SHORT,2573.91,2590.07,2525.36,LOSS,-100.0,SIDEWAY_ADV
S-1087,2024-09-18 08:35:00,LONG,2567.13,2510.39,2532.65,WIN,60.76,SIDEWAY_ADV
S-1088,2024-09-18 12:25:00,SHORT,2569.3,2590.07,2524.2,LOSS,-100.0,SIDEWAY_ADV
S-1089,2024-09-19 08:55:00,SHORT,2574.45,2600.55,2525.49,LOSS,-100.0,SIDEWAY_ADV
S-1090,2024-09-20 10:05:00,SHORT,2607.83,2607.83,2518.89,LOSS,-100.0,SIDEWAY_ADV
S-1091,2024-09-20 12:50:00,LONG,2604.65,2546.19,2544.01,WIN,103.72,SIDEWAY_ADV
S-1092,2024-09-23 02:20:00,SHORT,2619.96,2626.17,2524.73,LOSS,-100.0,SIDEWAY_ADV
S-1093,2024-09-24 06:35:00,SHORT,2633.85,2636.52,2529.02,LOSS,-100.0,SIDEWAY_ADV
S-1094,2024-09-24 06:55:00,SHORT,2633.91,2636.52,2529.03,LOSS,-100.0,SIDEWAY_ADV
S-1095,2024-09-24 11:45:00,SHORT,2628.28,2640.49,2527.63,LOSS,-100.0,SIDEWAY_ADV
S-1096,2024-09-24 22:20:00,SHORT,2659.17,2664.77,2531.3,LOSS,-100.0,SIDEWAY_ADV
S-1097,2024-09-24 22:40:00,SHORT,2663.59,2663.59,2532.4,LOSS,-100.0,SIDEWAY_ADV
S-1098,2024-09-27 08:35:00,LONG,2662.57,2613.25,2560.17,WIN,207.61,SIDEWAY_ADV
S-1099,2024-09-27 18:00:00,LONG,2645.91,2614.06,2556.59,WIN,280.45,SIDEWAY_ADV
S-1100,2024-09-30 19:35:00,SHORT,2637.72,2685.97,2646.89,WIN,19.0,SIDEWAY_ADV
S-1101,2024-09-30 19:45:00,SHORT,2638.6,2685.97,2647.11,WIN,17.96,SIDEWAY_ADV
S-1102,2024-09-30 21:15:00,LONG,2626.55,2622.75,2601.03,WIN,672.5,SIDEWAY_ADV
S-1103,2024-10-01 04:50:00,SHORT,2639.05,2685.97,2647.22,WIN,17.41,SIDEWAY_ADV
S-1104,2024-10-01 04:55:00,SHORT,2639.62,2685.97,2647.36,WIN,16.7,SIDEWAY_ADV
S-1105,2024-10-02 08:35:00,LONG,2647.25,2624.06,2663.16,WIN,68.61,SIDEWAY_ADV
S-1106,2024-10-02 10:30:00,SHORT,2653.94,2685.97,2652.07,WIN,5.85,SIDEWAY_ADV
S-1107,2024-10-02 10:55:00,SHORT,2655.33,2685.97,2652.41,WIN,9.51,SIDEWAY_ADV
S-1108,2024-10-02 21:35:00,SHORT,2653.83,2685.97,2652.09,WIN,5.4,SIDEWAY_ADV
S-1109,2024-10-03 10:40:00,LONG,2646.63,2624.06,2663.51,WIN,74.8,SIDEWAY_ADV
S-1110,2024-10-04 02:15:00,LONG,2656.5,2624.06,2665.98,WIN,29.22,SIDEWAY_ADV
S-1111,2024-10-04 08:50:00,SHORT,2667.63,2667.63,2656.31,WIN,190.53,SIDEWAY_ADV
S-1112,2024-10-07 08:35:00,LONG,2642.54,2642.54,2661.07,LOSS,-100.0,SIDEWAY_ADV
S-1113,2024-10-08 06:40:00,SHORT,2645.11,2670.68,2639.8,WIN,20.76,SIDEWAY_ADV
S-1114,2024-10-08 18:10:00,LONG,2612.4,2612.4,2653.7,LOSS,-100.0,SIDEWAY_ADV
S-1115,2024-10-14 08:15:00,SHORT,2660.63,2660.63,2644.61,LOSS,-100.0,SIDEWAY_ADV
S-1116,2024-10-15 09:50:00,SHORT,2648.52,2667.3,2654.18,WIN,30.13,SIDEWAY_ADV
S-1117,2024-10-16 14:00:00,LONG,2673.06,2609.71,2665.69,WIN,11.63,SIDEWAY_ADV
S-1118,2024-10-17 02:35:00,LONG,2674.35,2615.97,2666.01,WIN,14.28,SIDEWAY_ADV
S-1119,2024-10-17 08:30:00,SHORT,2683.6,2683.6,2662.67,LOSS,-100.0,SIDEWAY_ADV
S-1120,2024-10-18 02:30:00,LONG,2692.88,2637.79,2670.13,WIN,41.3,SIDEWAY_ADV
S-1121,2024-10-18 05:10:00,SHORT,2707.83,2712.49,2656.62,LOSS,-100.0,SIDEWAY_ADV
S-1122,2024-10-18 21:35:00,SHORT,2719.31,2721.85,2661.57,LOSS,-100.0,SIDEWAY_ADV
S-1123,2024-10-21 10:00:00,SHORT,2731.3,2731.3,2662.68,LOSS,-100.0,SIDEWAY_ADV
S-1124,2024-10-21 14:40:00,SHORT,2737.73,2737.73,2665.22,LOSS,-100.0,SIDEWAY_ADV
S-1125,2024-10-22 01:15:00,LONG,2719.73,2647.25,2677.16,WIN,58.73,SIDEWAY_ADV
S-1126,2024-10-22 01:25:00,LONG,2720.25,2647.25,2677.29,WIN,58.84,SIDEWAY_ADV
S-1127,2024-10-22 02:55:00,LONG,2721.41,2656.78,2677.58,WIN,67.81,SIDEWAY_ADV
S-1128,2024-10-22 14:40:00,LONG,2731.79,2665.05,2680.18,WIN,77.34,SIDEWAY_ADV
S-1129,2024-10-22 20:00:00,SHORT,2747.18,2747.18,2665.88,LOSS,-100.0,SIDEWAY_ADV
S-1130,2024-10-23 02:15:00,SHORT,2747.52,2747.52,2666.19,LOSS,-100.0,SIDEWAY_ADV
S-1131,2024-10-23 11:00:00,SHORT,2755.55,2755.55,2668.8,EXPIRED,0.0,SIDEWAY_ADV
S-1132,2024-10-23 11:15:00,SHORT,2756.25,2756.25,2668.97,EXPIRED,0.0,SIDEWAY_ADV
S-1133,2024-10-24 17:25:00,LONG,2725.84,2701.23,2678.57,WIN,192.12,SIDEWAY_ADV
S-1134,2024-10-24 17:30:00,LONG,2723.45,2701.24,2677.97,WIN,204.73,SIDEWAY_ADV
S-1135,2024-10-25 05:35:00,LONG,2726.67,2708.23,2678.78,WIN,259.8,SIDEWAY_ADV
S-1136,2024-10-25 11:25:00,LONG,2722.16,2708.24,2677.65,WIN,319.67,SIDEWAY_ADV
S-1137,2024-10-25 14:30:00,SHORT,2726.4,2759.02,2661.51,EXPIRED,0.0,SIDEWAY_ADV
S-1138,2024-10-25 20:25:00,SHORT,2741.53,2759.02,2665.29,EXPIRED,0.0,SIDEWAY_ADV
S-1139,2024-10-28 08:40:00,SHORT,2744.35,2744.35,2666.0,LOSS,-100.0,SIDEWAY_ADV
S-1140,2024-10-28 11:20:00,LONG,2730.7,2708.23,2674.22,WIN,251.4,SIDEWAY_ADV
S-1141,2024-10-28 11:25:00,LONG,2729.08,2708.23,2673.82,WIN,265.11,SIDEWAY_ADV
S-1142,2024-10-29 12:20:00,LONG,2748.63,2708.23,2679.96,WIN,169.98,SIDEWAY_ADV
S-1143,2024-10-31 02:00:00,LONG,2785.03,2716.46,2755.76,WIN,42.68,SIDEWAY_ADV
S-1144,2024-10-31 15:40:00,LONG,2761.88,2716.47,2749.98,WIN,26.21,SIDEWAY_ADV
S-1145,2024-10-31 15:45:00,LONG,2759.14,2716.47,2749.29,WIN,23.08,SIDEWAY_ADV
S-1146,2024-10-31 16:55:00,LONG,2734.79,2716.47,2743.2,WIN,45.93,SIDEWAY_ADV
S-1147,2024-10-31 21:00:00,SHORT,2748.73,2790.64,2727.82,EXPIRED,0.0,SIDEWAY_ADV
S-1148,2024-11-01 08:05:00,SHORT,2756.76,2790.64,2729.82,WIN,79.5,SIDEWAY_ADV
S-1149,2024-11-01 12:30:00,LONG,2746.26,2727.34,2746.07,WIN,1.0,SIDEWAY_ADV
S-1150,2024-11-04 06:25:00,SHORT,2739.84,2790.64,2728.44,WIN,22.44,SIDEWAY_ADV
S-1151,2024-11-04 10:15:00,LONG,2734.26,2734.26,2741.05,WIN,159.48,SIDEWAY_ADV
